Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules,measureOutOfBagError,measureExtraArcs,measureMissingArcs,measureReversedArcs,measureDivergence,measureBayesScore,measureBDeuScore,measureMDLScore,measureAICScore,measureEntropyScore
pattern-all,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,9.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.934292241675923,0.0,8.934292241675923,0.9926991379639915,0.0,0.9926991379639915,8.934292241675923,0.9926991379639915,896.0644988696417,1.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.0,0.0,0.0,0.0,0.0,4527.0,11695.0,4027.0,100.0,50.0,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0,?,?,?,?,?,?,?,?,?,?
pattern-all,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,9.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.934292241675923,0.0,8.934292241675923,0.9926991379639915,0.0,0.9926991379639915,8.934292241675923,0.9926991379639915,896.0644988696417,1.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.0,0.0,0.0,0.0,0.0,4527.0,11695.0,4027.0,100.0,50.0,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0,?,?,?,?,?,?,?,?,?,?
pattern-all,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,8.0,1.0,0.0,88.88888888888889,11.11111111111111,0.0,0.7804878048780487,0.12626262626262624,0.31962156226862104,25.43290043290043,64.24992591365351,8.934292241675923,4.727888402071445,4.206403839604478,0.9926991379639915,0.5253209335634939,0.4673782044004976,6.72705975915706,0.7474510843507844,674.690201405867,0.8,4.0,0.0,0.0,1.0,4.0,0.2,1.0,1.0,0.8,0.888888888888889,0.8,0.9,0.9111111111111111,0.8888888888888888,0.08888888888888889,0.911111111111111,0.1111111111111111,0.911111111111111,0.8888888888888888,0.8888888888888888,0.8,0.8999999999999999,0.8617283950617284,0.888888888888889,0.8888888888888888,0.001,0.0,0.0,0.0,0.0,0.0,4163.0,11695.0,4027.0,88.88888888888889,50.0,'Number of leaves: 2\nSize of the tree: 3\n',3.0,2.0,2.0,?,?,?,?,?,?,?,?,?,?
pattern-all,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,8.0,1.0,0.0,88.88888888888889,11.11111111111111,0.0,0.7804878048780487,0.12626262626262624,0.31962156226862104,25.43290043290043,64.24992591365351,8.934292241675923,4.727888402071445,4.206403839604478,0.9926991379639915,0.5253209335634939,0.4673782044004976,6.72705975915706,0.7474510843507844,674.690201405867,0.8,4.0,0.0,0.0,1.0,4.0,0.2,1.0,1.0,0.8,0.888888888888889,0.8,0.9,0.9111111111111111,0.8888888888888888,0.08888888888888889,0.911111111111111,0.1111111111111111,0.911111111111111,0.8888888888888888,0.8888888888888888,0.8,0.8999999999999999,0.8617283950617284,0.888888888888889,0.8888888888888888,0.001,0.0,0.0,0.0,0.0,0.0,4163.0,11695.0,4027.0,88.88888888888889,50.0,'Number of leaves: 2\nSize of the tree: 3\n',3.0,2.0,2.0,?,?,?,?,?,?,?,?,?,?
pattern-all,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,7.0,2.0,0.0,77.77777777777777,22.22222222222222,0.0,0.55,0.2222222222222222,0.4714045207910317,44.76190476190476,94.76114602909765,8.934292241675925,2148.0,-2139.065707758324,0.9926991379639917,238.66666666666666,-237.6739675287027,4.9225124517894185,0.5469458279766021,493.703198191427,0.8,4.0,0.25,1.0,0.75,3.0,0.2,1.0,0.8,0.8,0.8000000000000002,0.55,0.775,0.7511111111111112,0.7777777777777778,0.22777777777777775,0.7722222222222223,0.2222222222222222,0.7777777777777778,0.7777777777777778,0.7777777777777779,0.55,0.7749999999999999,0.7166666666666668,0.7750000000000001,0.7777777777777778,0.001,0.0,0.0,0.0,0.0,0.0,4527.0,11695.0,4027.0,77.77777777777777,50.0,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0,?,?,?,?,?,?,?,?,?,?
pattern-all,2,2,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,9.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.934292241675925,0.0,8.934292241675925,0.9926991379639917,0.0,0.9926991379639917,8.934292241675925,0.9926991379639917,896.0644988696419,1.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.0,0.0,0.0,0.0,0.0,4527.0,11695.0,4027.0,100.0,50.0,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0,?,?,?,?,?,?,?,?,?,?
pattern-all,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,9.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.934292241675925,0.0,8.934292241675925,0.9926991379639917,0.0,0.9926991379639917,8.934292241675925,0.9926991379639917,896.0644988696419,1.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.0,0.0,0.0,0.0,0.0,4527.0,11695.0,4027.0,100.0,50.0,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0,?,?,?,?,?,?,?,?,?,?
pattern-all,2,4,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,9.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.934292241675925,0.0,8.934292241675925,0.9926991379639917,0.0,0.9926991379639917,8.934292241675925,0.9926991379639917,896.0644988696419,1.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.0,0.0,0.0,0.0,0.0,4527.0,11695.0,4027.0,100.0,50.0,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0,?,?,?,?,?,?,?,?,?,?
pattern-all,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,8.0,1.0,0.0,88.88888888888889,11.11111111111111,0.0,0.7804878048780487,0.12626262626262624,0.3196215622686211,25.43290043290043,64.24992591365353,8.934292241675925,4.727888402071444,4.206403839604481,0.9926991379639917,0.5253209335634937,0.4673782044004979,6.72705975915706,0.7474510843507844,674.690201405867,0.8,4.0,0.0,0.0,1.0,4.0,0.2,1.0,1.0,0.8,0.888888888888889,0.8,0.9,0.9111111111111111,0.8888888888888888,0.08888888888888889,0.911111111111111,0.1111111111111111,0.911111111111111,0.8888888888888888,0.8888888888888888,0.8,0.8999999999999999,0.8617283950617284,0.888888888888889,0.8888888888888888,0.001,0.0,0.0,0.0,0.0,0.0,4163.0,11695.0,4027.0,88.88888888888889,50.0,'Number of leaves: 2\nSize of the tree: 3\n',3.0,2.0,2.0,?,?,?,?,?,?,?,?,?,?
pattern-all,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,8.0,1.0,0.0,88.88888888888889,11.11111111111111,0.0,0.7692307692307692,0.1322751322751323,0.31943828249996997,26.14597240765465,62.799414524302456,9.227953678640567,4.744264062235751,4.483689616404816,1.0253281865156185,0.5271404513595279,0.49818773515609066,6.929975804639551,0.7699973116266168,698.7124914756236,0.75,3.0,0.0,0.0,1.0,5.0,0.25,1.0,1.0,0.75,0.8571428571428571,0.7905694150420948,0.875,0.8611111111111112,0.8888888888888888,0.1388888888888889,0.8611111111111112,0.1111111111111111,0.9074074074074076,0.8888888888888888,0.886002886002886,0.7905694150420948,0.875,0.8456790123456791,0.8831168831168831,0.8888888888888888,0.001,0.0,0.0,0.0,0.0,0.0,4163.0,11695.0,4027.0,88.88888888888889,50.0,'Number of leaves: 2\nSize of the tree: 3\n',3.0,2.0,2.0,?,?,?,?,?,?,?,?,?,?
pattern-all,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,9.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.934292241675925,0.0,8.934292241675925,0.9926991379639917,0.0,0.9926991379639917,8.934292241675925,0.9926991379639917,896.0644988696419,1.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.0,0.0,0.0,0.0,0.0,4527.0,11695.0,4027.0,100.0,50.0,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0,?,?,?,?,?,?,?,?,?,?
pattern-all,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,8.0,1.0,0.0,88.88888888888889,11.11111111111111,0.0,0.7804878048780487,0.12626262626262624,0.3196215622686211,25.43290043290043,64.24992591365353,8.934292241675925,4.727888402071444,4.206403839604481,0.9926991379639917,0.5253209335634937,0.4673782044004979,6.72705975915706,0.7474510843507844,674.690201405867,0.8,4.0,0.0,0.0,1.0,4.0,0.2,1.0,1.0,0.8,0.888888888888889,0.8,0.9,0.9111111111111111,0.8888888888888888,0.08888888888888889,0.911111111111111,0.1111111111111111,0.911111111111111,0.8888888888888888,0.8888888888888888,0.8,0.8999999999999999,0.8617283950617284,0.888888888888889,0.8888888888888888,0.001,0.0,0.0,0.0,0.0,0.0,4163.0,11695.0,4027.0,88.88888888888889,50.0,'Number of leaves: 2\nSize of the tree: 3\n',3.0,2.0,2.0,?,?,?,?,?,?,?,?,?,?
pattern-all,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,7.0,2.0,0.0,77.77777777777777,22.22222222222222,0.0,0.5263157894736842,0.2222222222222222,0.4714045207910317,44.76190476190476,94.76114602909765,8.934292241675925,2148.0,-2139.065707758324,0.9926991379639917,238.66666666666666,-237.6739675287027,4.9225124517894185,0.5469458279766021,493.703198191427,1.0,5.0,0.5,2.0,0.5,2.0,0.0,0.0,0.7142857142857143,1.0,0.8333333333333333,0.5976143046671968,0.75,0.7142857142857143,0.7777777777777778,0.2777777777777778,0.7222222222222222,0.2222222222222222,0.8412698412698413,0.7777777777777778,0.7592592592592591,0.5976143046671969,0.75,0.7178130511463845,0.75,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,4527.0,11695.0,4027.0,77.77777777777777,50.0,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0,?,?,?,?,?,?,?,?,?,?
pattern-all,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,9.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.934292241675925,0.0,8.934292241675925,0.9926991379639917,0.0,0.9926991379639917,8.934292241675925,0.9926991379639917,896.0644988696419,1.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.0,0.0,0.0,0.0,0.0,4527.0,11695.0,4027.0,100.0,50.0,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0,?,?,?,?,?,?,?,?,?,?
pattern-all,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,7.0,2.0,0.0,77.77777777777777,22.22222222222222,0.0,0.5714285714285714,0.23232323232323232,0.45099624442840053,46.79653679653679,90.6586998893018,8.934292241675925,9.187320020708741,-0.25302777903281637,0.9926991379639917,1.0208133356343045,-0.02811419767031293,4.788284060072344,0.5320315622302605,480.2407667749821,0.6,3.0,0.0,0.0,1.0,4.0,0.4,2.0,1.0,0.6,0.7499999999999999,0.6324555320336759,0.8,0.8222222222222222,0.7777777777777778,0.17777777777777778,0.8222222222222223,0.2222222222222222,0.8518518518518517,0.7777777777777778,0.7722222222222221,0.6324555320336759,0.8,0.7530864197530863,0.7749999999999999,0.7777777777777778,0.001,0.0,0.0,0.0,0.0,0.0,4163.0,11695.0,4027.0,77.77777777777777,50.0,'Number of leaves: 2\nSize of the tree: 3\n',3.0,2.0,2.0,?,?,?,?,?,?,?,?,?,?
pattern-all,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2 -batch-size 20',-217733168393644444,2.0160730172900002E7,45.0,9.0,9.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.227953678640567,0.0,9.227953678640567,1.0253281865156185,0.0,1.0253281865156185,9.227953678640567,1.0253281865156185,930.4053416330736,1.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.0,0.0,0.0,0.0,0.0,4527.0,11695.0,4027.0,100.0,50.0,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0,?,?,?,?,?,?,?,?,?,?
normal-all,1,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0160730172900002E7,41.0,9.0,8.0,1.0,0.0,88.88888888888889,11.11111111111111,0.0,0.7804878048780487,0.12111111111111111,0.24700427346730483,24.668421052631583,49.641576979871864,8.937401837676008,2.3699152656574847,6.567486572018524,0.9930446486306675,0.2633239184063872,0.7297207302242804,6.808722518748561,0.7565247243053956,694.2020667897257,0.8,4.0,0.0,0.0,1.0,4.0,0.2,1.0,1.0,0.8,0.888888888888889,0.8,1.0,1.0,0.8888888888888888,0.08888888888888889,0.911111111111111,0.1111111111111111,0.911111111111111,0.8888888888888888,0.8888888888888888,0.8,1.0,1.0,0.888888888888889,0.8888888888888888,0.035,0.001,0.03125,0.0,31.25,0.0,58666.0,10842.0,4026.0,100.0,66.66666666666667,?,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
normal-all,1,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0160730172900002E7,41.0,9.0,8.0,1.0,0.0,88.88888888888889,11.11111111111111,0.0,0.7804878048780487,0.21666666666666667,0.29331439332793297,44.13157894736843,58.94873328019702,8.937401837676008,3.6435032054840857,5.293898632191922,0.9930446486306675,0.40483368949823173,0.5882109591324358,5.292564275647881,0.588062697294209,539.617975127517,0.8,4.0,0.0,0.0,1.0,4.0,0.2,1.0,1.0,0.8,0.888888888888889,0.8,1.0,1.0,0.8888888888888888,0.08888888888888889,0.911111111111111,0.1111111111111111,0.911111111111111,0.8888888888888888,0.8888888888888888,0.8,1.0,1.0,0.888888888888889,0.8888888888888888,0.022,0.0,0.03125,0.0,31.25,0.0,61765.0,10842.0,4026.0,100.0,83.33333333333333,?,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
normal-all,1,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0160730172900002E7,42.0,8.0,7.0,1.0,0.0,87.5,12.5,0.0,0.75,0.115,0.1918332609325088,23.0,37.7477946375679,8.193994070764761,1.6408856009280084,6.5531084698367525,1.0242492588455951,0.20511070011600105,0.8191385587295941,6.553108469836751,0.8191385587295938,671.4108437845356,1.0,4.0,0.25,1.0,0.75,3.0,0.0,0.0,0.8,1.0,0.888888888888889,0.7745966692414834,1.0,1.0,0.875,0.125,0.875,0.125,0.9,0.875,0.873015873015873,0.7745966692414834,1.0,1.0,0.873015873015873,0.875,0.027,0.0,0.03125,0.0,31.25,0.0,63974.0,11055.0,3813.0,100.0,75.0,?,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
normal-all,1,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0160730172900002E7,42.0,8.0,6.0,2.0,0.0,75.0,25.0,0.0,0.4666666666666667,0.215,0.37037143518365445,44.51764705882354,75.98209171159718,7.712389459893998,4.185610049395155,3.5267794104988432,0.9640486824867498,0.5232012561743944,0.4408474263123554,4.167642106582313,0.5209552633227891,422.4484103226841,0.8,4.0,0.3333333333333333,1.0,0.6666666666666666,2.0,0.2,1.0,0.8,0.8,0.8000000000000002,0.4666666666666667,0.9333333333333333,0.9666666666666667,0.75,0.2833333333333333,0.7166666666666667,0.25,0.75,0.75,0.7500000000000001,0.4666666666666667,0.9333333333333333,0.9479166666666666,0.7333333333333334,0.75,0.022,0.001,0.015625,0.0,15.625,0.0,59167.0,11055.0,3813.0,100.0,75.0,?,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
normal-all,1,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0160730172900002E7,42.0,8.0,8.0,0.0,0.0,100.0,0.0,0.0,1.0,0.11750000000000002,0.1882153022471871,24.329411764705892,38.6125683525793,7.712389459893998,1.6297019798754182,6.08268748001858,0.9640486824867498,0.20371274748442728,0.7603359350023225,6.0826874800185795,0.7603359350023224,616.5648562685168,1.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014,0.001,0.0,0.015625,0.0,15.625,63911.0,11055.0,3813.0,100.0,68.75,?,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
normal-all,1,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0160730172900002E7,42.0,8.0,8.0,0.0,0.0,100.0,0.0,0.0,1.0,0.14125,0.21357083134173543,29.247058823529414,43.814281967730864,7.712389459893998,1.9786977620031763,5.733691697890822,0.9640486824867498,0.24733722025039703,0.7167114622363527,5.733691697890822,0.7167114622363527,581.1892866781386,1.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.013,0.001,0.0,0.015625,0.0,15.625,61589.0,11055.0,3813.0,100.0,75.0,?,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
normal-all,2,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0160730172900002E7,41.0,9.0,8.0,1.0,0.0,88.88888888888889,11.11111111111111,0.0,0.7804878048780487,0.22555555555555554,0.35246749259092436,45.9421052631579,70.8370018086785,8.937401837676008,4.845921219489538,4.09148061818647,0.9930446486306675,0.5384356910543932,0.4546089575762744,4.985414829615381,0.5539349810683757,508.30170696385704,0.8,4.0,0.0,0.0,1.0,4.0,0.2,1.0,1.0,0.8,0.888888888888889,0.8,0.95,0.9666666666666667,0.8888888888888888,0.08888888888888889,0.911111111111111,0.1111111111111111,0.911111111111111,0.8888888888888888,0.8888888888888888,0.8,0.9500000000000001,0.9592592592592593,0.888888888888889,0.8888888888888888,0.009,0.001,0.0,0.0,0.0,0.0,55502.0,10842.0,4026.0,100.0,83.33333333333333,?,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
normal-all,2,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0160730172900002E7,41.0,9.0,9.0,0.0,0.0,100.0,0.0,0.0,1.0,0.11777777777777779,0.16539514973407038,23.989473684210534,33.24021865033878,8.937401837676008,1.744330425275455,7.193071412400553,0.9930446486306675,0.19381449169727277,0.7992301569333947,7.193071412400554,0.7992301569333949,733.3894173693463,1.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014,0.001,0.0,0.015625,0.0,15.625,66020.0,10842.0,4026.0,100.0,72.22222222222223,?,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
normal-all,2,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0160730172900002E7,42.0,8.0,7.0,1.0,0.0,87.5,12.5,0.0,0.75,0.205,0.31012094414921415,41.0,61.02373308803714,8.193994070764761,3.2776652709068106,4.916328799857951,1.0242492588455951,0.4097081588633513,0.6145410999822438,4.9856176602738955,0.6232022075342369,510.8106748849478,1.0,4.0,0.25,1.0,0.75,3.0,0.0,0.0,0.8,1.0,0.888888888888889,0.7745966692414834,1.0,1.0,0.875,0.125,0.875,0.125,0.9,0.875,0.873015873015873,0.7745966692414834,1.0,1.0,0.873015873015873,0.875,0.014,0.001,0.015625,0.0,15.625,0.0,59970.0,11055.0,3813.0,100.0,75.0,?,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
normal-all,2,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0160730172900002E7,42.0,8.0,8.0,0.0,0.0,100.0,0.0,0.0,1.0,0.085,0.14256577429383252,17.600000000000005,29.247519404290475,7.712389459893998,1.1315289305811784,6.58086052931282,0.9640486824867498,0.1414411163226473,0.8226075661641025,6.58086052931282,0.8226075661641025,667.0616137534195,1.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008,0.0,0.0,0.0,0.0,0.0,64664.0,11055.0,3813.0,100.0,75.0,?,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
normal-all,2,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0160730172900002E7,42.0,8.0,6.0,2.0,0.0,75.0,25.0,0.0,0.5294117647058824,0.24,0.35651086939951776,49.69411764705883,73.13858197909667,7.712389459893998,4.073207553145796,3.6391819067482025,0.9640486824867498,0.5091509441432245,0.4548977383435253,3.833824731493171,0.47922809143664635,388.6113830928811,0.6,3.0,0.0,0.0,1.0,3.0,0.4,2.0,1.0,0.6,0.7499999999999999,0.6,1.0,1.0,0.75,0.15000000000000002,0.85,0.25,0.85,0.75,0.7499999999999999,0.6,1.0,1.0,0.7499999999999999,0.75,0.013,0.0,0.015625,0.0,15.625,0.0,58100.0,11055.0,3813.0,100.0,75.0,?,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
normal-all,2,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0160730172900002E7,42.0,8.0,8.0,0.0,0.0,100.0,0.0,0.0,1.0,0.09,0.14274102423620197,18.635294117647064,29.283472115349213,7.712389459893998,1.1829048237645932,6.529484636129405,0.9640486824867498,0.14786310297057415,0.8161855795161757,6.529484636129404,0.8161855795161755,661.8539534387386,1.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.009,0.0,0.015625,0.0,15.625,0.0,66873.0,11055.0,3813.0,100.0,68.75,?,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
normal-all,3,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0160730172900002E7,41.0,9.0,8.0,1.0,0.0,88.88888888888889,11.11111111111111,0.0,0.7804878048780487,0.11444444444444445,0.2878850079072854,23.310526315789474,57.857564894609766,8.937401837676008,3.0864347123177818,5.850967125358226,0.9930446486306675,0.34293719025753133,0.6501074583731362,6.866311509960816,0.7629235011067573,700.0737110833207,0.8,4.0,0.0,0.0,1.0,4.0,0.2,1.0,1.0,0.8,0.888888888888889,0.8,1.0,1.0,0.8888888888888888,0.08888888888888889,0.911111111111111,0.1111111111111111,0.911111111111111,0.8888888888888888,0.8888888888888888,0.8,1.0,1.0,0.888888888888889,0.8888888888888888,0.014,0.0,0.015625,0.0,15.625,0.0,61928.0,10842.0,4026.0,100.0,55.55555555555556,?,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
